Iteration,Library,ModelName,Temperature,Strategy,Commit,File,Actual,Predicted
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/e9c1ccee2247a7746fde202067a7d47b72809968,aten/src/ATen/native/Distributions.cpp,True,True
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/8f26d6aabcad991da88b663467ee2080a38631f7,torch/csrc/autograd/functions/convolution.cpp,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/48a49b2683ffa21eb1b472e503c129c043c18f87,aten/src/ATen/native/PadNd.cpp,True,True
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/bdbd3ed312e0fc81e75302239ea78b3445fe95e7,torch/_dynamo/symbolic_convert.py,True,True
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/41902a6ebc1806e7f4d6ce1da604cc9921c6515e,torch/_dynamo/eval_frame.py,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/8198474eb763c8d526ede3418211479c2f4cbd30,torch/csrc/jit/passes/onnx/naming.cpp,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/66b04e3cb707d30c4698b269c83cb6221848f17a,torch/csrc/distributed/c10d/TraceUtils.h,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/1becd2c314f45bded8d3fbec91d785e7190b4afe,aten/src/ATen/native/cudnn/LossCTC.cpp,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/2c9dd886afc656a8bfe5d8bbcb601ee5877cee21,aten/src/ATen/native/TensorShape.cpp,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/7ea6559658a6f650363f8b96f462bbc047e29124,aten/src/ATen/native/TensorShape.cpp,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/d8466964b348b6172317f70b8e52de02402bad54,aten/src/ATen/native/cuda/MultiMarginLoss.cu,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/ae55619a2bb73ebcdc80b02a6ccd72275a9ce23e,aten/src/ATen/native/Linear.cpp,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/f6639359357452de8bfc691430396ded98ea399c,aten/src/ATen/native/mps/OperationUtils.mm,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/cc6a51c9f3ee97a06ff9c0b84477e88e33e31137,torch/utils/data/sampler.py,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/92ebb04f9206882e6d312a8b91318545f43a53c2,torch/csrc/jit/frontend/ir_emitter.cpp,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/8340762211e3b55caa178bac748bd902249f6fc0,torch/optim/lr_scheduler.py,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/7ddf167ba5db277e02f983a6bde2bc3f5fbe1caa,torch/jit/_shape_functions.py,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/999bae0f54108ffc5b7cf2524a02a83901554b16,aten/src/ATen/native/Convolution.cpp,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/02e2158e754bafda46e663052c838aeb6ab6b560,torch/csrc/jit/mobile/interpreter.cpp,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/4ee179c9528c8c6aae17a01f2b0d7e8235219219,torch/_dynamo/variables/constant.py,True,True
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/2dafa70d61a1a5af849ab79c7aed4c84686337a0,torch/_functorch/fx_minifier.py,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/99f06c0cc2a907d8fbf613768356838548f1f8c0,torch/distributed/distributed_c10d.py,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/7553c495147f3e21a1e27d392d277906a47768e7,torch/csrc/distributed/c10d/ProcessGroupWrapper.cpp,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/43f810fa96a0d2c40387c8c84f710926d9ede3c1,torch/csrc/cuda/comm.cpp,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/490f2d75700a806bdc6110e881e78493cde163e3,aten/src/ATen/native/quantized/AffineQuantizer.cpp,True,True
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/e574a8ab55b2ac4266211d30d98d32d8b849ea86,torch/_dynamo/variables/builder.py,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/93cea394dee1315c7a85ead7bb7af21363157c4f,cmake/public/cuda.cmake,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/07f0f383fa23e63eca164036ab58ab983e9437eb,torch/overrides.py,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/52e76a305677dfaf26cd5d59bd1aa239375f833c,torch/distributed/_shard/sharded_tensor/api.py,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/41902a6ebc1806e7f4d6ce1da604cc9921c6515e,torch/_dynamo/eval_frame.py,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/d01f8b291d437a37ec8809a18c1bb2ebfa825285,torch/_inductor/comms.py,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/4d07428edee863e7f5920f0672957a9711a9f0b5,torch/csrc/jit/runtime/vararg_functions.cpp,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/40a7c317bc60713528320b9786765e4ec5707982,cmake/Modules/FindBLAS.cmake,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/c1e51fcbfc70c089276530ee64fb626e3f7f4f2b,benchmarks/dynamo/common.py,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/a076a74f1118da171cf70d00d1de4abbe27cf85d,aten/src/ATen/NestedTensorImpl.cpp,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/6b4c686b9a33a1503a4a4133f9067dd31e0822f7,torch/_inductor/codegen/wrapper.py,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/a8653f35de02c7fb038e3c184dda6e67a12a39e2,aten/src/ATen/native/Fill.cpp,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/eb8659fe81f3d4b061674bf149a6805cd292db8d,benchmarks/dynamo/torchbench.py,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/e31038d574712d383fdc4c2f1bb63fc82f256ed0,aten/src/ATen/native/TensorAdvancedIndexing.cpp,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/175ccfc4c8443bcc65c87d9c942272d3ebf16b0b,torch/csrc/jit/mobile/flatbuffer_loader.cpp,True,True
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/7ddf167ba5db277e02f983a6bde2bc3f5fbe1caa,torch/jit/_shape_functions.py,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/871b5caae76185cff141c522b3133e7543c8dabf,torch/serialization.py,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/8f26d6aabcad991da88b663467ee2080a38631f7,torch/csrc/autograd/functions/convolution.cpp,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/fd6c993eeaacda7ef6b83f59ad3474aed0d52eaf,aten/src/ATen/native/transformers/cuda/flash_attn/flash_bwd_launch_template.h,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/d471eaeb1d2fbc7efcde6408d7d1e513b969af25,caffe2/serialize/inline_container.cc,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/097defb1608827d82b18b27adeec0a98b72a9281,torch/distributed/_tensor/device_mesh.py,True,True
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/55c19a3c6d38a49fe34e008c4c566445c43810f0,torch/_dynamo/utils.py,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/468a73f0e3527c52495c864c7d48dc26684f6c0b,torch/nn/functional.py,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/cf732053e4f6b93b0a93006613552cd97f415b80,aten/src/ATen/native/cuda/EmbeddingBag.cu,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/62732bdcdb8b6112e01366d4ad1c2a50e61da1ed,torch/_inductor/fx_passes/group_batch_fusion.py,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/fb25fd6f865ed0532caf710ca130b6cc23a772a8,torch/distributed/_tensor/_utils.py,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/dc43ad428603539a2051940c09b191825f66203d,torch/_functorch/_aot_autograd/runtime_wrappers.py,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/a5ca445f7953711bc90c111c3cad2ec87f02e74a,torch/csrc/jit/mobile/flatbuffer_loader.cpp,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/7553c495147f3e21a1e27d392d277906a47768e7,torch/csrc/distributed/c10d/ProcessGroupWrapper.cpp,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/db1ac4e29b0f557711190c8d49d4afb5da1844e8,torch/distributed/_functional_collectives.py,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/e574a8ab55b2ac4266211d30d98d32d8b849ea86,torch/_dynamo/variables/builder.py,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/490f2d75700a806bdc6110e881e78493cde163e3,aten/src/ATen/native/quantized/AffineQuantizer.cpp,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/a69f427f957a37eee9c1dd5df681f30ab38ed3e4,aten/src/ATen/native/vulkan/ops/Expand.cpp,True,True
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/b3ace213f240dc0f0f2a738f825f46e0d0dffca4,torch/csrc/jit/serialization/source_range_serialization.cpp,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/d01f8b291d437a37ec8809a18c1bb2ebfa825285,torch/_inductor/comms.py,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/bdb3fb49bc7a73cbcc5c865dda8be32888deb584,torch/csrc/distributed/c10d/Backend.hpp,True,True
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/41902a6ebc1806e7f4d6ce1da604cc9921c6515e,torch/_dynamo/eval_frame.py,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/c1e51fcbfc70c089276530ee64fb626e3f7f4f2b,benchmarks/dynamo/common.py,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/8b37821813b60a3ce2ae92e7a06057183578a450,torch/nn/parallel/data_parallel.py,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/faa7eb81c634492b70fcc0327622bb0aa812cacd,torch/amp/autocast_mode.py,True,True
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/8ee59280d78a4fefc4de0da04b287e067c28de0d,torch/_dynamo/variables/builder.py,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/7ddf167ba5db277e02f983a6bde2bc3f5fbe1caa,torch/jit/_shape_functions.py,True,True
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/794e3971ab90611b4a63166589368a737843c8bc,torch/csrc/jit/serialization/unpickler.cpp,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/35be57970143236d74661f2415d66d496aab5476,torch/csrc/dynamo/guards.cpp,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/97245a06e14a5b87a0bca1908d7200603aff2c8c,aten/src/ATen/native/nested/NestedTensorUtils.h,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/eb8659fe81f3d4b061674bf149a6805cd292db8d,benchmarks/dynamo/torchbench.py,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/6cc0f1c20c2f87a6c7b0e4abd5419e5007920999,torch/csrc/jit/mobile/compatibility/model_compatibility.cpp,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/7684044b713761abd4f51225dc5d83ce5869562a,torch/csrc/distributed/rpc/script_call.cpp,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/b287cb816c1ac52165920a121c98643c08d31ff7,torch/_inductor/codegen/cpp.py,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/3ef4d697df5bfdbd27dfc7a79c0679da2b87e3af,torch/distributed/distributed_c10d.py,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/f386312ec936a94bfb1abe44acdd61d498f4272b,c10/core/TensorImpl.h,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/a3701b674046bcefb5927a6643364b186f77dbcf,torch/csrc/autograd/engine.cpp,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/fd6c993eeaacda7ef6b83f59ad3474aed0d52eaf,aten/src/ATen/native/transformers/cuda/flash_attn/flash_bwd_launch_template.h,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/45296f87ec865a7a500a6fd98353035c040d0cb7,tools/dynamo/verify_dynamo.py,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/468a73f0e3527c52495c864c7d48dc26684f6c0b,torch/nn/functional.py,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/4ab1588d9919bc1a62219a5c2393e0784ddaae70,cmake/Dependencies.cmake,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/bde7b81f34925491fbcbb9e355697eb594e36923,c10/core/TensorImpl.h,True,True
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/cf732053e4f6b93b0a93006613552cd97f415b80,aten/src/ATen/native/cuda/EmbeddingBag.cu,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/c69b3b8d4f484cf537d98974a3a4143b77edf3c8,torch/csrc/autograd/engine.cpp,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/7553c495147f3e21a1e27d392d277906a47768e7,torch/csrc/distributed/c10d/ProcessGroupWrapper.cpp,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/1359d16fe8ca0cb7041674c455f2f99a9636fec0,benchmarks/dynamo/common.py,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/a5aceba61fc290236af955e2c4fff4513476c9ff,torch/csrc/jit/runtime/static/impl.cpp,True,True
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/4e1bd4abe7691f460cb021e5b314168caa42ef92,torch/onnx/symbolic_opset9.py,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/e574a8ab55b2ac4266211d30d98d32d8b849ea86,torch/_dynamo/variables/builder.py,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/a6a433aecd0da3ac3c8d49cb36091623f1b5ec9e,torch/csrc/jit/runtime/interpreter.cpp,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/d01f8b291d437a37ec8809a18c1bb2ebfa825285,torch/_inductor/comms.py,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/bdb3fb49bc7a73cbcc5c865dda8be32888deb584,torch/csrc/distributed/c10d/Backend.hpp,True,True
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/f77f88fbc7511b405c4e493bdd74634b633f63d1,aten/src/ATen/native/quantized/cpu/OnednnUtils.h,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/6bf0e3b697ce688bc8325440dea3b51fea571c3d,benchmarks/dynamo/common.py,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/63e47c68a692c70bc64c49d687f85f7f5cd02ce3,torch/csrc/api/include/torch/nn/functional/embedding.h,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/e856a4d66bead8997a83f8714547c09fcbcdc263,torch/backends/cudnn/__init__.py,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/35be57970143236d74661f2415d66d496aab5476,torch/csrc/dynamo/guards.cpp,True,True
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/40d6f2a02027023216607adb892d3b9c7493904c,aten/src/ATen/native/transformers/cuda/sdp_utils.h,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/7e9bf2ed860b8b60d252eead4cc457c3fe5f1667,torch/_dynamo/symbolic_convert.py,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/9e314bd8224f93b4ba1f9e4c065150e47a2de2cc,torch/distributed/_tensor/utils.py,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/2597d5d72272d196b4cb5442ffc8cde376d1f785,torch/_inductor/ir.py,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/ee91c328da5739ce03b3127cd7c542ce505212b8,torch/nn/modules/activation.py,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/232fbd90ff6d93362120d955befeeb297179ddad,torch/_inductor/lowering.py,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/61b9d8fccd3361f21e1f3548c2a9538b62cc7525,torch/csrc/profiler/containers.h,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/aab55d6d0d7b958e32cfdbb69794e107cfceb6bc,torch/ao/quantization/fx/_lower_to_native_backend.py,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/5b51ca6808191e9f3dcea1d43fa731488cc688bb,torch/utils/cpp_extension.py,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/b90db4a78f8d760377a81a5a64d03ab4b67599de,torch/utils/data/dataloader.py,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/6592259ea52f45e1fc9a633ccb5b154ba5099334,torch/csrc/jit/serialization/unpickler.cpp,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/6f5945e4bb1258d39a2878a08a910fcc8f659d5e,torch/_inductor/scheduler.py,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/fd6c993eeaacda7ef6b83f59ad3474aed0d52eaf,aten/src/ATen/native/transformers/cuda/flash_attn/flash_bwd_launch_template.h,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/63cbdc92a750a667ffdcfbdac563d02db6fd9559,torch/csrc/utils/python_arg_parser.h,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/577e90ae9bf257040acb68da3626d9a64d07bf7a,torch/csrc/jit/mobile/function.cpp,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/cf732053e4f6b93b0a93006613552cd97f415b80,aten/src/ATen/native/cuda/EmbeddingBag.cu,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/157d478a30f27fd9d866c1235841721a559c8d0b,torch/_meta_registrations.py,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/c69b3b8d4f484cf537d98974a3a4143b77edf3c8,torch/csrc/autograd/engine.cpp,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/1359d16fe8ca0cb7041674c455f2f99a9636fec0,benchmarks/dynamo/common.py,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/1f819ee965894b8332cb364a67c91855c91c9dcc,torch/nn/modules/transformer.py,True,True
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/e574a8ab55b2ac4266211d30d98d32d8b849ea86,torch/_dynamo/variables/builder.py,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/a5aceba61fc290236af955e2c4fff4513476c9ff,torch/csrc/jit/runtime/static/impl.cpp,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/a6a433aecd0da3ac3c8d49cb36091623f1b5ec9e,torch/csrc/jit/runtime/interpreter.cpp,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/b6920405da340bbd3397b80bf16d9c360b0c48d2,torch/csrc/autograd/python_variable.cpp,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/4e1bd4abe7691f460cb021e5b314168caa42ef92,torch/onnx/symbolic_opset9.py,True,True
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/bdb3fb49bc7a73cbcc5c865dda8be32888deb584,torch/csrc/distributed/c10d/Backend.hpp,True,True
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/fe6aa0844466e5dd2669092eac5edde153108b28,aten/src/ATen/core/ivalue.h,True,True
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/35be57970143236d74661f2415d66d496aab5476,torch/csrc/dynamo/guards.cpp,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/29b702144bf5bb96dfd8fcbd04b6562a27ca5385,aten/src/ATen/native/sparse/SparseTensorMath.cpp,True,True
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/f02b7a9c36dd6182da694bc47a5c345285dfd951,aten/src/ATen/native/PadNd.cpp,True,False
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/6bf0e3b697ce688bc8325440dea3b51fea571c3d,benchmarks/dynamo/common.py,True,True
1,pytorch,gpt-4o-mini-2024-07-18,0,zero,https://github.com/pytorch/pytorch/commit/9bcb4de16878073896d8743fbd70d5abe28b595a,c10/core/TensorImpl.h,True,False
